id,text,metadata
72,"**Как провести оплату по заявке на верификацию?**

**Верификациялауға арналған өтінім бойынша төлемді қалай жүргізуге болады?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Верификациялауға арналған өтінімді бергеннен кейін Жүйе мобильді құрылғыларды верификациялау бойынша Қызмет көрсету үшін төленуі тиіс соманы автоматты түрде есептейді.     Төлем қызметті берушінің банктік шотына қызметтер ұсыну Шартында көрсетілген деректемелер бойынша ақшалай қаражат енгізу жолымен жүргізіледі. | После подачи заявки на верификацию Система произведет автоматический подсчет суммы, которая должна быть уплачена за оказание Услуги по верификации мобильных устройств.  Оплата производится путем внесения денежных средств на банковский счет услугодателя по реквизитам, указанным в Договоре оказания услуг. |

",8861_Верификация (регистрация) ввезенных в РК устройств
73,"**Верификация для физических лиц**

**Жеке тұлғаларға арналған верификациялау**
**Я купил неверифицированное устройство в Казахстане. Могу ли я сам его верифицировать?**

**Мен Қазақстанда верификацияланбаған құрылғыны сатып алдым. Мен оны өзім верификациялаудан өткізе аламын ба?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Елге әкелінген мобильді құрылғыларды верификациялау олардың импорттаушыларымен жүзеге асырылады, өйткені мұндай құрылғыларды ҚР ұялы байланыс желілерінде пайдаланудың заңдылығы туралы мәліметтерді растау үшін әкелудің растайтын құжаттары – декларациялар, ілеспе жүкқұжаттар және т. б. туралы мәліметтер көрсетіледі және тексеріледі.     Сондықтан сіз оны өзіңіз тексере алмайсыз. Мұндай жағдайды болдырмау үшін құрылғыны сатып алмас бұрын оның верификациялау мәртебесін ҮНЕМІ ТЕКСЕРІҢІЗ. Құрылғының IMEI-кодын тексеру сервисі 'eGovmobile' мобильді қосымшасында, сондай-ақ https://imei.rfs.gov.kz/ және http://kz-imei.kz/ порталында қолжетімді.     Бұл ретте халықты мобильді құрылғыларды тіркеу жөніндегі жаңа шарттарға біртіндеп тарту мақсатында: жеке тұлғаларға – верификацияланбаған құрылғылардың иелеріне https://kz-imei.kz/ порталына жеке пайдалану нормасының шеңберінде, ЭЦҚ пайдалана отырып – 1 адамға 2 құрылғы, растау құжаттары туралы мәліметтерді көрсетусіз, өтінім бере отырып, сатып алынған құрылғыларды 2025 ЖЫЛҒЫ 25 МАУСЫМҒА дейін өз бетінше верификациялауға мүмкіндік берілетін болады. | Верификация ввезенных в страну мобильных устройств осуществляется их импортерами, т.к. для подтверждения сведений о законности использования таких устройств в сетях сотовой связи РК указываются и проверяются сведения о подтверждающих документах ввоза – декларации, сопроводительные накладные и т.п.     Поэтому самостоятельно верифицировать вы его не сможете. Во избежание такой ситуации ВСЕГДА ПРОВЕРЯЙТЕ статус верификации устройства перед его покупкой.     Сервис проверки IMEI-кода устройства доступен в мобильном приложении «eGov mobile», а также на портале https://imei.rfs.gov.kz/ и http://kz-imei.kz/ .     При этом в целях постепенного погружения населения в новые условия по регистрации мобильных устройств: физическим лицам - владельцам неверифицированных устройств будет предоставлена возможность до 25 ИЮНЯ 2025 ГОДА самостоятельно верифицировать купленные устройства, подав заявку на Портале https://kz-imei.kz/ с использованием ЭЦП в рамках нормы для личного пользования – 2 устройства на 1 человека, без указания сведений о подтверждающих документах. |

",8861_Верификация (регистрация) ввезенных в РК устройств
74,"**Сколько устройств можно привезти из-за границы для личного пользования?**

**Жеке пайдалану үшін шетелден қанша құрылғы әкелуге болады?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Бүгінгі таңда жеке тұлғаларға жеке пайдалануға арналған жаңа мобильді құрылғыларды тасымалдау нормасы:     ЕАЭО елдерінен (Армения, Беларусь, Қырғызстан, Ресей) – жылына 2 смартфон, 2 планшет;  Басқа елдерден - айына 2 смартфон, 2 планшет. | На сегодняшний день норма провоза новых мобильных устройств для физических лиц для личного пользования составляет:     из стран ЕАЭС (Армения, Беларусь, Кыргызстан, Россия) – 2 смартфона, 2 планшета в год;  из других стран – 2 смартфона, 2 планшета в месяц. |

",8861_Верификация (регистрация) ввезенных в РК устройств
75,"**Я привез телефон из-за границы (страна не важна). Нужно ли проходить верификацию?**

**Мен телефонды шетелден әкелдім (ел маңызды емес). Верификациялаудан өткізу қажет пе?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Мобильді құрылғы міндетті түрде верификациялау процесінен өтуі қажет.     Жеке пайдалануға арналған мобильді құрылғыларды әкелу кезінде жеке тұлғалар үшін верификациялауға арналған өтінімде мынадай мәліметтер көрсетілуі тиіс\*:     Өтінім түрі - Жеке пайдалану үшін әкелу;  Әкелу тәсілі (өз бетінше немесе сәлемдемемен);  Әкелу күні;  Экспорт елі (құрылғы қайдан әкелінеді);  Растайтын құжаттардың бірі:  Мемлекеттік шекараны кесіп өту фактілері туралы анықтама (ҚР визалық-көші-қон порталында қолжетімді): https://vmp.gov.kz/ өтінімге құжаттың pdf қосымшасын тіркеу арқылы;  Жолаушылар декларациясы;  Көрсетілген растаушы құжат шеңберінде импортталған құрылғылар туралы мәліметтер: әкелінетін құрылғылардың бренді, моделі, барлық IMEI мәндері, сериялық нөмірі (міндетті емес).  GSMA дерекқорында және уәкілетті мемлекеттік органдарда көрсетілген мәліметтерді сәтті тексергеннен кейін мобильді құрылғылар сәйкестендіру кодтары дерекқорының 'Ақ тізіміне' енгізіледі. Мұндай құрылғыларға арналған байланыс қызметтері шексіз мерзімге ұсынылатын болады. | Мобильное устройство в обязательном порядке должно пройти процесс верификации.     В заявке на верификацию для физических лиц при ввозе мобильных устройств для личного пользования должны быть указаны следующие сведения:     Тип заявки – Ввоз для личного пользования;  Способ ввоза (самостоятельно или посылкой);  Дата ввоза;  Страна экспорта (откуда ввозится устройство);  Один из подтверждающих документов:  Справка о фактах пересечения государственной границы (доступна на визово-миграционном портале РК по адресу: https://vmp.gov.kz/ ) с приложением pdf документа к заявке;  Пассажирская декларация;  Сведения об импортированных устройствах в рамках указанного подтверждающего документа: бренд, модель, все значения IMEI ввозимых устройств, серийный номер (опционально).  После успешной проверки указанных сведений в базе данных GSMA и в уполномоченных государственных органах, мобильные устройства вносятся в 'Белый список' базы данных идентификационных кодов. Услуги связи для таких устройств будут предоставлены на неограниченный срок. |
",8861_Верификация (регистрация) ввезенных в РК устройств
76,"**У меня нет ЭЦП смогу я подать заявку на верификацию?**

**Менде ЭЦҚ жоқ, мен верификацияға өтінім бере аламын ба?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Жоқ, верификация сервисіне қол жеткізу тек ЖСН/БСН арқылы және ЭЦҚ-мен (ҰЦҰО ЭЦҚ) қол қою арқылы жүзеге асырылады.  Ұлттық куәландырушы орталықтың (ҰКО) ЭЦҚ-сын алу ХҚКО арқылы немесе Қазақстан Республикасының Ұлттық куәландырушы орталығының [https://pki.gov.kz/](https://pki.gov.kz/) порталы арқылы жүргізіледі. | Нет, доступ к сервису верификации производится только по ИИН/БИН с последующей подписью ЭЦП НУЦ РК.  Получение ЭЦП НУЦ РК производится через ЦОН или портал Национального удостоверяющего центра РК https://pki.gov.kz/ |

",8861_Верификация (регистрация) ввезенных в РК устройств
77,"**Предварительная проверка**

**Алдын ала тексеру**
**Нужно ли верифицировать устройства, работающие в роуминге?**

**Роумингке қосылған мобильді құрылғыларды верификациялау қажет пе?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Жоқ, мобильді құрылғылар Қазақстан аумағының желісіне қосылған жағдайда ғана верификациялауды өтуі қажет. | Нет, верификации подлежат только те устройства, которые подключаются к сети сотовой связи Казахстана. |

",8861_Верификация (регистрация) ввезенных в РК устройств
78,"**Что такое предварительная проверка? Зачем она нужна?**

**Алдын ала тексеру дегеніміз не? Ол не үшін қажет?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Алдын ала тексеру - Қазақстан аумағына мобильді құрылғыларды әкелуді жүзеге асыратын импорттаушыларға да, мобильді құрылғыны жеке пайдалануға сатып алатын жеке тұлғаларға да арналған сервис.  Сервис мобильдік құрылғылардың IMEI-кодтарын тікелей импорттауға (әкелуді декларациялауға) не жеке тұлғаның Қазақстан Республикасынан тыс жерлерде сатып алуына дейін тексеруге мүмкіндік береді, бұл IMEI-кодтары бойынша мәліметтер GSMA ДҚ-да жоқ валидті емес мобильдік құрылғыларды импорттау/сатып алу қаупін болдырмауға мүмкіндік береді. | Предварительная проверка – сервис, предназначенный как для импортеров, осуществляющих ввоз мобильных устройств на территорию Казахстана, так и для физических лиц, приобретающих мобильное устройство в личное пользование.  Сервис позволяет проверить IMEI-коды мобильных устройств непосредственно до импорта (декларирования ввоза) либо покупки физическим лицом за пределами Республики Казахстан, что позволяет избежать риск импорта/приобретения не валидных мобильных устройств, сведения по IMEI-кодам которых отсутствуют в БД GSMA. |
",8861_Верификация (регистрация) ввезенных в РК устройств
79,"**Где подать заявку на предварительную проверку мобильного устройства?**

**Мобильді құрылғыны алдын ала тексеру үшін өтінімді қайда беруге болады?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Мобильді құрылғыларды алдын ала тексеру «Абоненттік құрылғыларды мониторингілеу мен сәйкестендірудің ақпараттық жүйесі» https://kz-imei.kz/ порталында орындалады.     Мобильді құрылғыларды алдын ала тексеруге өтінім тек уәкілетті пайдаланушыларға қолжетімді және ЭЦҚ-мен қол қойылуы тиіс. | Предварительная проверка мобильного устройства выполняется на портале 'Информационная система мониторинга и идентификации абонентских устройств': https://kz-imei.kz .     Заявка на предварительную проверку мобильных устройств доступна только авторизованным пользователям и должна быть подписана ЭЦП. |

",8861_Верификация (регистрация) ввезенных в РК устройств
80,"**Заявка на предварительную проверку платная?**

**Алдын ала текеру үшін өтінім ақылы ма?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| БМҚ Ақпараттық жүйесі уәкілетті пайдаланушылары үшін алдын ала тексеру өтеусіз негізде жүзеге асырылады. | Предварительная проверка для авторизованных пользователей ИС МИУ осуществляется на безвозмездной основе. |

",8861_Верификация (регистрация) ввезенных в РК устройств
81,"**Какие проверки осуществляются в процессе предварительной проверки мобильных устройств?**

**Мобильді құрылғыларды алдын ала тексеру процесінде қандай тексерулер жүргізіледі?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Құрылғыларды верификациялау біз арқылы жүзеге аспайды. Барлық сұрақтар бойынша толық ақпаратты https://kz-imei.kz/ сайтындағы ""Жиі қойылатын сұрақтар"" бөлімінен таба аласыз. Қолдау қызметінің нөмірі де сайтта көрсетілген. | Верификация устройств осуществляется не нами,  детальнее по всем вопросам ответы можете получить  на сайте https://kz-imei.kz/ в разделе ""часто задаваемые вопросы"". Номер их службы поддержки также указан на сайте. |

",8861_Верификация (регистрация) ввезенных в РК устройств
82,"**Какой должен быть формат файла для загрузки мобильных устройств в заявку на предварительную проверку?**

**Алдын ала тексеру өтініміне мобильді құрылғыларды жүктеу үшін файл форматы қандай болуы тиіс?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Құрылғыларды верификациялау біз арқылы жүзеге аспайды. Барлық сұрақтар бойынша толық ақпаратты https://kz-imei.kz/ сайтындағы ""Жиі қойылатын сұрақтар"" бөлімінен таба аласыз. Қолдау қызметінің нөмірі де сайтта көрсетілген. | Верификация устройств осуществляется не нами,  детальнее по всем вопросам ответы можете получить  на сайте https://kz-imei.kz/ в разделе ""часто задаваемые вопросы"". Номер их службы поддержки также указан на сайте. |

",8861_Верификация (регистрация) ввезенных в РК устройств
83,"**Результаты верификации**

**Верификациялау нәтижелері**
**Устройство верифицировано, но доступ к сети не предоставлен?**

**Құрылғы верификацияланған, бірақ желіге кіру мүмкіндігі берілмеген бе?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Ұялы желілерге қолжетімділіктің болмау себептерін нақтылау үшін байланыс операторларының call-орталықтарына хабарласу қажет:  Kcell 6006 +7 727 258 83 00  Activ 6006 +7 727 258 80 00  Beeline 6914 +7 727 350 06 00  Tele2 611.116 +7 707 000 07 07  Altel 611 ,116 +7 700 800 08 80 | Для уточнения причин отсутствия доступа к мобильным сетям необходимо обратиться в call-центры операторов связи:  Kcell 6006 +7 727 258 83 00  Activ 6006 +7 727 258 80 00  Beeline 6914 +7 727 350 06 00  Tele2 611.116 +7 707 000 07 07  Altel 611 ,116 +7 700 800 08 80 |

",8861_Верификация (регистрация) ввезенных в РК устройств
84,"**Что означает результат проверки устройства в заявке на верификацию 'IMEI не соответствует данному устройству?**

**Верификациялауға арналған өтінімдегі 'IMEI осы құрылғыға сәйкес келмейді' құрылғыны тексеру нәтижесі нені білдіреді?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Мұндай құрылғы үшін верификациялау нәтижесі сәтсіз.  GSMA дерекқорының мәліметтеріне сәйкес 'IMEI бұл құрылғыға сәйкес келмейді' ұғымы өтінімде көрсетілген мобильді құрылғының бренді немесе моделі тексерілетін IMEI үшін өндірушімен мәлімделген ақпаратқа сәйкес келмейтінін білдіреді.  Верификациялауға арналған өтінімде мобильді құрылғы туралы мәліметтерді енгізудің дұрыстығын тексеру қажет. | Результат верификации для такого устройства – неуспешный.  'IMEI не соответствует данному устройству' означает, что согласно сведениям БД GSMA указанные в заявке бренд или модель мобильного устройства не соответствуют информации, заявленной производителем для проверяемого IMEI.  Следует проверить корректность внесения сведений о мобильном устройстве в заявке на верификацию. |

",8861_Верификация (регистрация) ввезенных в РК устройств
85,"**Что означает результат проверки устройства в заявке на верификацию 'IMEI уже верифицирован?**

**Верификациялауға арналған өтінімдегі 'IMEI қазірдің өзінде верификацияланған' құрылғыны тексеру нәтижесі нені білдіреді?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Мұндай құрылғы үшін верификациялау нәтижесі сәтсіз.     'IMEI қазірдің өзінде верификацияланған' ұғымы көрсетілген IMEI БКДҚ 'ақ тізімге' енгізілгенін, яғни бұрын осы немесе басқа пайдаланушымен верификациялағанын білдіреді. | Результат верификации для такого устройства – неуспешный.     'IMEI уже верифицирован' означает, что указанный IMEI уже включен в «белый список» БДИК, т.е. был ранее верифицирован этим или другим пользователем. |

",8861_Верификация (регистрация) ввезенных в РК устройств
86,"**Что означает результат проверки устройства в заявке на верификацию 'Количество IMEI не верное?**

**Верификациялауға арналған өтінімдегі 'IMEI саны дұрыс емес' құрылғыны тексеру нәтижесі нені білдіреді?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Мұндай құрылғы үшін верификациялау нәтижесі сәтсіз.  'IMEI саны дұрыс емес' ұғымы GSMA ДҚ деректеріне сәйкес көрсетілген құрылғы үшін IMEI саны көбірек берілгенін білдіреді.  Верификациялауға арналған өтінімде мобильді құрылғының барлық IMEI кодтарын көрсету қажет. | Результат верификации для такого устройства – неуспешный.  'Количество IMEI не верное' означает, что согласно сведениям БД GSMA для указанного устройства заявлено большее количество IMEI.  Следует указать все IMEI-коды мобильного устройства в заявке на верификацию. |

",8861_Верификация (регистрация) ввезенных в РК устройств
87,"**Статус заявки на верификацию 'Отклонена' по причине не подтверждения ГО. Что делать дальше?**

**МО расталмау себебінен верификациялауға арналған өтінімнің мәртебесі 'Қабылданбады'. Әрі қарай не істеу қажет?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Өтінімнің 'Қабылданбаған' мәртебесі өтінімде көрсетілген барлық мәліметтер тексеруден өтпегенін білдіреді. Өтінімнің қабылданбау себептері бойынша ақпарат әрбір құрылғы бойынша 'өтінімнің егжей-тегжейі' бөлімінде көрсетіледі.  Егер өтінімді қабылдамаудың себебі МО-дағы мәліметтерді растамау болса, онда сізге, біріншіден, өтінім бойынша деректердің дұрыстығын қайта тексеру қажет, екіншіден, сіз көрсеткен мәліметтердің құзыреті бойынша абоненттік құрылғыларды әкелу туралы мәліметтерді түзету (толықтыру) мүмкіндігін анықтау және (немесе) түсіндіру үшін тиісті мемлекеттік органға жүгінуге болады.  Осыдан кейін сіз қайта түзетілген мәліметтерді көрсете отырып, верификациялауға арналған жаңа өтінімді бере аласыз. | Статус заявки 'Отклонена' означает, что все сведения, указанные в заявке, не прошли проверку. Информация по причинам отклонения заявки указывается по каждому устройству в разделе 'подробности заявки'.     Если причиной отклонения заявки послужило неподтверждение сведений в ГО, то вам необходимо, во-первых, перепроверить данные по заявке на корректность, во-вторых, вы можете обратиться в соответствующий госорган по компетенции указанных вами сведений для выявления возможных расхождений и(или) разъяснения возможности корректировки (дополнения) сведений о ввозе абонентских устройств.  После этого вы можете подать новую заявку на верификацию, указав повторно откорректированные сведения. |

",8861_Верификация (регистрация) ввезенных в РК устройств
88,"**Если в заявке только часть устройств успешно верифицированы, нужно подать снова только на те IMEI, которые не прошли верификацию?**

**Егер өтінімде құрылғылардың тек бір бөлігі ғана сәтті верификацияланған болса, онда өтінімді верификациялаудан өтпеген IMEI-ге ғана қайта беру қажет пе?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Иә, бәрі дұрыс.  Егер өтінімде көрсетілген мәліметтерді тексеру нәтижелері бойынша құрылғылардың тек бір бөлігі ғана сәтті верификацияланған болса, онда мұндай өтінімнің мәртебесі өтінімдегі тиісті құрылғылар бойынша верификацияның сәтсіз болу себептерін көрсете отырып, 'жартылай верификацияланған' болады.  Өтінімдегі сәтті верификацияланған құрылғылар 'ақ тізімге' енгізілуі үшін БКДҚ-ға тапсырылады. Оларға қайта өтініш берудің қажеті жоқ. | Да, все верно.  Если по результатам проверки сведений, указанных в заявке, только часть устройств успешно верифицированы, то статус такой заявки будет 'верифицирована частично' с указанием причин неуспешной верификации по соответствующим устройствам из заявки.  Успешно же верифицированные устройства из заявки будут переданы в БДИК для включения в 'белый список'. Подавать повторно на них заявку нет необходимости. |

",8861_Верификация (регистрация) ввезенных в РК устройств
89,"| Описание | ![](https://km.tele2.kz/sites/default/files/isokm/iconskm_9.svg) **Что произошло?**  С 13 января 2025 года внесены изменения в Правила регистрации абонентских устройств, согласно Приказу № 8/НҚ. Теперь верификация устройств производится на основании: Данных от производителей на территории РК; Данных от импортеров, согласно налоговому и таможенному законодательству; Информации от авторизованных сервисных центров.    ![](https://km.tele2.kz/sites/default/files/isokm/iconskm_9.svg) **Что такое верификация устройства?**  Это подтверждение законного ввоза или производства устройства, по IMEI-коду. После верификации устройство попадает в один из списков: Белый список — устройство успешно верифицировано, можно использовать без ограничений. Серый список — временный доступ к связи на 30 дней, если нет данных о ввозе/производстве. Черный список — устройство заблокировано навсегда, если не прошло верификацию в течение 30 дней или IMEI-код подделан/некорректен.    ![](https://km.tele2.kz/sites/default/files/isokm/iconskm_9.svg) **Как проверить IMEI и статус устройства?** 1. Наберите на устройстве: \*#06# — отобразится IMEI (14 цифр). 2. Перейдите на: **imei.rfs.gov.kz** — государственный сайт для проверки. **[kz-imei.kz](https://kz-imei.kz/)** — сайт для самостоятельной верификации.    ![](https://km.tele2.kz/sites/default/files/isokm/iconskm_9.svg) Если вы покупаете устройство: В РК (магазин, eShop, салоны связи) — устройства уже верифицированы и находятся в Белом списке. За границей — нужно самостоятельно пройти верификацию на **[kz-imei.kz](https://kz-imei.kz/)** после ввоза.    ![](https://km.tele2.kz/sites/default/files/isokm/iconskm_9.svg) **Что будет при вставке SIM-карты?**  Система проверит IMEI и: Отправит SMS с текущим статусом устройства; При необходимости — даст инструкции для верификации.    ![](https://km.tele2.kz/sites/default/files/isokm/iconskm_9.svg) **Важно знать:** Все устройства, подключённые к сети до 25.05.2025, автоматически занесены в Белый список. После этой даты — обязательно наличие верификации.      ![](https://km.tele2.kz/sites/default/files/isokm/iconskm_9.svg) **Полезные ссылки:** **imei.rfs.gov.kz** — проверка статуса IMEI **[kz-imei.kz](https://kz-imei.kz/)** — самостоятельная верификация **Adilet.kz** — нормативные правовые акты РК |
| Тематики в Requests | **Консультации**: IMEI \ Регистрация \ Регистрация устройства \ Верификация ввезённого устройства |
| Клиентский путь | |  |  | | --- | --- | | Регистрация пользователя | [**Ссылка**](/sites/default/files/isokm/8861_registraciya_polzovatelya.pdf)",8861_Верификация (регистрация) ввезенных в РК устройств
90,"Создание заявки на верификацию устройства | [**Ссылка**](/sites/default/files/isokm/8861_sozdanie_zayavki_na_verifikaciyu_ustroystva.pdf) | | Создание заявки на предварительную проверку | [**Ссылка**](/sites/default/files/isokm/8861_sozdanie_zayavki_na_predvaritelnuyu_proverku_ustroystva.pdf) | |
| Тестирование в LMS | [**Пройди тест и проверь свои знания**](https://lms.tele2.kz/learning/course/1173) |
| SMS-информинги | ![](https://km.tele2.kz/sites/default/files/isokm/km_link_gif.gif)Показать |  |  | | --- | --- | | **Устройство заблокировано** | | | ![](https://km.tele2.kz/sites/default/files/isokm/km_rus_altel.svg)Устройство (IMEI [imei]) заблокировано из-за отсутствия сведений о законности использования вашего устройства (IMEI [imei]) в РК в связи с введением новых требований пунктов 12-2 и 12-3 Правил регистрации абонентских устройств сотовой связи. Подробнее: http://kz-imei.kz/ | ![](https://km.tele2.kz/sites/default/files/isokm/km_kaz_altel.svg) | | **Требуется верификация устройства** | | | ![](https://km.tele2.kz/sites/default/files/isokm/km_rus_altel.svg)Выключите и включите устройство, чтобы все работало корректно. Вам предоставлен ВРЕМЕННЫЙ доступ к услугам связи до ДД.ММ.ГГГГ. В связи с введением новых требований пунктов 12-1, 12-2 и 12-3 Правил регистрации абонентских устройств сотовой связи из-за отсутствия сведений о законности использования вашего устройства (IMEI [imei]). Подробнее: http://kz-imei.kz/ Продолжая пользоваться связью, вы соглашаетесь с условиями: [ссылка на Обязательства] ",8861_Верификация (регистрация) ввезенных в РК устройств
91,"| ![](https://km.tele2.kz/sites/default/files/isokm/km_kaz_altel.svg) | | ![](https://km.tele2.kz/sites/default/files/isokm/km_rus_altel.svg)Чтобы узнать IMEI-код устройства, наберите команду \*#06#. Если устройство новое, то его IMEI можно найти на коробке, на крышке или под крышкой устройства. | ![](https://km.tele2.kz/sites/default/files/isokm/km_kaz_altel.svg)Құрылғының IMEI-кодын білу үшін \*#06# пәрменін теріңіз. Егер құрылғы жаңа болса, оның IMEI-коды қорапта, қақпақта немесе қақпақтың астында жазылған болады. | | ![](https://km.tele2.kz/sites/default/files/isokm/km_rus_altel.svg)",8861_Верификация (регистрация) ввезенных в РК устройств
92,"Проверить статус IMEI-кода и самостоятельно верифицировать устройство можно в госбазе: [https://kz-imei.kz](https://kz-imei.kz/ ""https://kz-imei.kz""). Чтобы узнать IMEI-код устройства, наберите команду \*#06#. Если устройство новое, то его IMEI можно найти на коробке или крышке устройства. | ![](https://km.tele2.kz/sites/default/files/isokm/km_kaz_altel.svg)IMEI-кодтың мәртебесін тексеріп, құрылғыны өз бетіңізше верификациялау үшін мемлекеттік базаға кіріңіз: [https://kz-imei.kz](https://kz-imei.kz/ ""https://kz-imei.kz"").",8861_Верификация (регистрация) ввезенных в РК устройств
93,"Құрылғының IMEI-кодын білу үшін \*#06# пәрменін теріңіз. Егер құрылғы жаңа болса, оның IMEI-коды қорапта немесе қақпақта көрсетіледі. | | **IMEI в «Сером списке» в БДИК, предоставляется временный доступ** | | | ![](https://km.tele2.kz/sites/default/files/isokm/km_rus_altel.svg)Перезагрузите устройство, чтобы всё работало корректно. ",8861_Верификация (регистрация) ввезенных в РК устройств
94,"Ваше устройство с [imei] не верифицировано и внесено в «серый список» государственной базы данных идентификационных кодов. Вам предоставлен временный доступ к сети до*ДД.ММ.ГГГГ* по данным: IMEI [imei], номер [msisdn], [iinru].        Чтобы получить полный доступ, пройдите верификацию устройства в госбазе: <http://kz-imei.kz/> | ![](https://km.tele2.kz/sites/default/files/isokm/km_kaz_altel.svg)Құрылғы дұрыс жұмыс істеуі үшін оны қайта жүктеу керек. [imei] деген IMEI-коды бар құрылғыңыз сәйкестендіруден өтпеген және мемлекеттік сәйкестендіру кодтарының дерекқорында «сұр тізімге» енген. ДД.ММ.ГГГГ дейін IMEI [imei], нөмір [msisdn], [iinru] дерегі бойынша желіні уақытша пайдалануға рұқсат берілді. ",8861_Верификация (регистрация) ввезенных в РК устройств
95,"Байланысты толық пайдалану үшін мемлекеттік базада құрылғыңызды сәйкестендіріңіз: <http://kz-imei.kz/> | | **Ежедневное напоминание (около 12:00) если предоставлен временный доступ** | | | ![](https://km.tele2.kz/sites/default/files/isokm/km_rus_altel.svg)Срок временного доступа к сети для устройства с IMEI *[imei],* номером [msisdn], [iinru] истекает ДД.ММ.ГГГГ.   Чтобы устройство не заблокировалось, пройдите его верификацию в госбазе: <http://kz-imei.kz/> | ![](https://km.tele2.kz/sites/default/files/isokm/km_kaz_altel.svg)IMEI-коды *[imei]*, нөмірі [msisdn], [iinru] деген құрылғыда желіні уақытша пайдалану мерзімі ДД.ММ.ГГГГ аяқталады.",8861_Верификация (регистрация) ввезенных в РК устройств
96,Құрылғыңыз бұғатталып қалмауы үшін оны мемлекеттік базада сәйкестендіріңіз: <http://kz-imei.kz/> | | **Прошли выделенные 30 дней – IMEI внесен в «Черный список» в БДИК** | | | ![](https://km.tele2.kz/sites/default/files/isokm/km_rus_altel.svg)Устройство с IMEI *[imei]* внесено в «черный список» государственной базы данных идентификационных кодов. Услуги связи в этом устройстве заблокированы.,8861_Верификация (регистрация) ввезенных в РК устройств
97,"Чтобы разблокировать устройство, пройдите его верификацию в госбазе: <http://kz-imei.kz/> | ![](https://km.tele2.kz/sites/default/files/isokm/km_kaz_altel.svg)*[imei] деген IMEI-коды бар құрылғы мемлекеттік сәйкестендіру кодтарының дерекқорында «қара тізімге» енген. Бұл құрылғыдағы байланыс қызметтері бұғатталды.*  *Құрылғыны бұғаттан шығару үшін оны мемлекеттік базада сәйкестендіріңіз:* [*http://kz-imei.kz/*](http://kz-imei.kz/) | | ",8861_Верификация (регистрация) ввезенных в РК устройств
98,"**При попытке регистрации устройства, когда IMEI в «Черном списке» в БДИК** | | | ![](https://km.tele2.kz/sites/default/files/isokm/km_rus_altel.svg)Устройство с IMEI [imei] в «черном списке» государственной базы данных идентификационных кодов. Услуги связи в этом устройстве заблокированы. Чтобы восстановить доступ, пройдите верификацию устройства в госбазе: <http://kz-imei.kz/> | ![](https://km.tele2.kz/sites/default/files/isokm/km_kaz_altel.svg)[imei] деген IMEI-коды бар құрылғы мемлекеттік сәйкестендіру кодтарының дерекқорында «қара тізімге» енген. Бұл құрылғыдағы байланыс қызметтері бұғатталды. Байланысты қайта пайдалану үшін мемлекеттік базада құрылғыңызды сәйкестендіріңіз: <http://kz-imei.kz/> | |",8861_Верификация (регистрация) ввезенных в РК устройств
99,"| **TELE2** | Добро пожаловать в %country\_ru\_1%! Здесь временно не работают обычные звонки — звонить можно только в мессенджерах. Проверьте, подключена ли у вас услуга «Интернет за границей» за 990 тг/день: *https://click.tele2.kz/2sDW/roam* Без этой услуги стоимость 1 МБ 99 тг.  Для оказания консульской помощи гражданам Республики Казахстан: *https://share.kz/gmpC* | %country\_kz%  қош келдіңіз!  Мұнда қоңыраулар уақытша жұмыс істемейді — тек мессенджермен ғана қоңырау шалуға болады. Өзіңізде күніне 990 теңгелік «Шетелдегі интернет» қызметі қосылғанын тексеріңіз: *https://click.tele2.kz/2sDW/roam* Бұл қызмет қосылмаса, 1 МБ құны 99 тг болады.  Қазақстан Республикасы азаматтарына консулдық қызмет көрсету: *https://share.kz/gmpC* | Welcome to %country\_en%! Regular calls are temporarily unavailable here — you can only make calls in messengers. Check if you have the «Internet Abroad» service for 990 tenge/day: *https://click.tele2.kz/2sDW/roam* Without this service, the cost of 1 MB is 99 tenge.  For consular assistance to citizens of the Republic of Kazakhstan *https://share.kz/gmpC* ",6777_Роуминг для prepaid абонентов
